Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
19341,19-03-2024 07:00,03-16-2024 20:00,17-03-2024 06:23,Pune,484,IDENTITY THEFT,39,F,Explosives,Violent Crime,2,No,
19342,19-03-2024 06:00,03-16-2024 21:00,17-03-2024 00:05,Hyderabad,178,HOMICIDE,67,M,Firearm,Other Crime,13,Yes,20-10-2024 06:00
19343,17-03-2024 07:00,03-16-2024 22:00,17-03-2024 04:49,Mumbai,240,ARSON,15,F,Explosives,Fire Accident,11,Yes,05-05-2024 07:00
19344,18-03-2024 10:00,03-16-2024 23:00,17-03-2024 11:54,Patna,165,SHOPLIFTING,70,F,Firearm,Other Crime,15,Yes,02-06-2024 10:00
19345,17-03-2024 04:00,03-17-2024 00:00,17-03-2024 23:28,Chennai,280,KIDNAPPING,61,M,None,Other Crime,18,No,
19346,18-03-2024 06:00,03-17-2024 01:00,17-03-2024 09:02,Kolkata,409,BURGLARY,59,M,Explosives,Other Crime,9,No,
19347,18-03-2024 19:00,03-17-2024 02:00,17-03-2024 11:42,Kolkata,418,PUBLIC INTOXICATION,27,F,Firearm,Other Crime,1,No,
19348,18-03-2024 12:00,03-17-2024 03:00,17-03-2024 23:06,Chennai,189,CYBERCRIME,60,F,Explosives,Other Crime,3,Yes,12-04-2024 12:00
19349,19-03-2024 10:00,03-17-2024 04:00,17-03-2024 08:46,Ahmedabad,231,EXTORTION,18,F,Poison,Other Crime,3,Yes,30-03-2024 10:00
19350,19-03-2024 06:00,03-17-2024 05:00,17-03-2024 07:00,Delhi,164,HOMICIDE,43,M,None,Other Crime,17,No,
19351,19-03-2024 08:00,03-17-2024 06:00,17-03-2024 13:44,Indore,530,VANDALISM,53,F,Firearm,Other Crime,13,Yes,31-05-2024 08:00
19352,17-03-2024 19:00,03-17-2024 07:00,18-03-2024 03:21,Ghaziabad,192,CYBERCRIME,68,F,Firearm,Other Crime,9,Yes,20-05-2024 19:00
19353,19-03-2024 14:00,03-17-2024 08:00,17-03-2024 14:08,Kolkata,578,SEXUAL ASSAULT,44,F,Knife,Violent Crime,10,No,
19354,19-03-2024 20:00,03-17-2024 09:00,17-03-2024 10:38,Mumbai,500,CYBERCRIME,17,F,Blunt Object,Other Crime,6,Yes,28-05-2024 20:00
19355,17-03-2024 16:00,03-17-2024 10:00,17-03-2024 14:27,Surat,485,BURGLARY,76,F,Explosives,Other Crime,17,Yes,24-07-2024 16:00
19356,18-03-2024 20:00,03-17-2024 11:00,17-03-2024 14:39,Chennai,312,PUBLIC INTOXICATION,11,M,Explosives,Other Crime,13,No,
19357,17-03-2024 17:00,03-17-2024 12:00,18-03-2024 08:37,Delhi,443,PUBLIC INTOXICATION,78,M,Knife,Other Crime,3,No,
19358,19-03-2024 13:00,03-17-2024 13:00,17-03-2024 14:11,Pune,284,BURGLARY,39,M,Poison,Other Crime,14,Yes,13-09-2024 13:00
19359,20-03-2024 02:00,03-17-2024 14:00,18-03-2024 11:11,Hyderabad,324,VANDALISM,65,F,Knife,Other Crime,5,No,
19360,20-03-2024 00:00,03-17-2024 15:00,17-03-2024 23:43,Mumbai,413,ILLEGAL POSSESSION,42,M,Poison,Other Crime,11,Yes,12-06-2024 00:00
19361,19-03-2024 01:00,03-17-2024 16:00,18-03-2024 07:18,Mumbai,512,KIDNAPPING,36,M,Blunt Object,Other Crime,14,Yes,02-04-2024 01:00
19362,17-03-2024 20:00,03-17-2024 17:00,18-03-2024 13:40,Hyderabad,430,ROBBERY,35,M,Firearm,Violent Crime,16,Yes,07-08-2024 20:00
19363,18-03-2024 07:00,03-17-2024 18:00,17-03-2024 22:52,Mumbai,522,CYBERCRIME,46,F,Knife,Other Crime,7,No,
19364,19-03-2024 11:00,03-17-2024 19:00,18-03-2024 10:26,Mumbai,404,VEHICLE - STOLEN,11,F,Knife,Violent Crime,8,Yes,23-04-2024 11:00
19365,20-03-2024 01:00,03-17-2024 20:00,18-03-2024 18:53,Kolkata,417,ARSON,53,F,Firearm,Fire Accident,8,No,
19366,20-03-2024 09:00,03-17-2024 21:00,18-03-2024 19:55,Bangalore,294,SEXUAL ASSAULT,36,F,Knife,Violent Crime,19,Yes,19-05-2025 09:00
19367,18-03-2024 10:00,03-17-2024 22:00,18-03-2024 01:50,Thane,189,KIDNAPPING,73,F,Blunt Object,Other Crime,7,No,
19368,19-03-2024 11:00,03-17-2024 23:00,18-03-2024 14:45,Thane,214,SHOPLIFTING,79,M,Other,Other Crime,1,No,
19369,18-03-2024 08:00,03-18-2024 00:00,18-03-2024 16:27,Chennai,168,TRAFFIC VIOLATION,61,M,Poison,Traffic Fatality,11,Yes,15-04-2024 08:00
19370,18-03-2024 21:00,03-18-2024 01:00,18-03-2024 05:50,Mumbai,273,COUNTERFEITING,30,F,None,Other Crime,14,Yes,20-05-2024 21:00
19371,20-03-2024 10:00,03-18-2024 02:00,19-03-2024 01:04,Meerut,211,COUNTERFEITING,28,F,Knife,Other Crime,13,No,
19372,18-03-2024 11:00,03-18-2024 03:00,18-03-2024 17:12,Lucknow,210,ROBBERY,63,F,Blunt Object,Violent Crime,4,No,
19373,20-03-2024 05:00,03-18-2024 04:00,19-03-2024 01:23,Bangalore,191,SHOPLIFTING,24,M,None,Other Crime,11,No,
19374,20-03-2024 21:00,03-18-2024 05:00,18-03-2024 12:14,Hyderabad,261,DRUG OFFENSE,78,F,Poison,Other Crime,2,No,
19375,19-03-2024 09:00,03-18-2024 06:00,18-03-2024 11:32,Bhopal,226,ARSON,34,F,Blunt Object,Fire Accident,18,No,
19376,20-03-2024 08:00,03-18-2024 07:00,18-03-2024 11:17,Mumbai,269,HOMICIDE,71,F,Knife,Other Crime,14,Yes,15-01-2025 08:00
19377,20-03-2024 00:00,03-18-2024 08:00,18-03-2024 17:36,Delhi,225,SHOPLIFTING,78,F,Firearm,Other Crime,3,No,
19378,20-03-2024 10:00,03-18-2024 09:00,18-03-2024 16:53,Chennai,430,VEHICLE - STOLEN,68,F,Knife,Violent Crime,16,No,
19379,18-03-2024 15:00,03-18-2024 10:00,19-03-2024 00:40,Bhopal,434,ARSON,11,F,Explosives,Fire Accident,1,Yes,29-03-2024 15:00
19380,19-03-2024 05:00,03-18-2024 11:00,19-03-2024 02:18,Kanpur,346,EXTORTION,38,M,Firearm,Other Crime,6,Yes,22-05-2024 05:00
19381,20-03-2024 17:00,03-18-2024 12:00,18-03-2024 20:09,Delhi,400,VEHICLE - STOLEN,73,F,None,Violent Crime,13,Yes,09-06-2024 17:00
19382,20-03-2024 22:00,03-18-2024 13:00,19-03-2024 12:29,Hyderabad,244,VEHICLE - STOLEN,78,F,Blunt Object,Violent Crime,15,Yes,27-03-2024 22:00
19383,18-03-2024 16:00,03-18-2024 14:00,18-03-2024 21:19,Bangalore,315,ROBBERY,11,F,Knife,Violent Crime,6,Yes,22-06-2024 16:00
19384,20-03-2024 05:00,03-18-2024 15:00,19-03-2024 08:51,Bangalore,420,IDENTITY THEFT,40,M,Poison,Violent Crime,1,Yes,24-04-2024 05:00
19385,21-03-2024 02:00,03-18-2024 16:00,19-03-2024 01:02,Lucknow,331,PUBLIC INTOXICATION,19,F,Poison,Other Crime,16,No,
19386,20-03-2024 18:00,03-18-2024 17:00,19-03-2024 16:38,Bangalore,190,IDENTITY THEFT,66,F,Knife,Violent Crime,6,No,
19387,21-03-2024 07:00,03-18-2024 18:00,18-03-2024 19:10,Kalyan,244,ASSAULT,39,F,Other,Violent Crime,19,Yes,01-04-2024 07:00
19388,21-03-2024 10:00,03-18-2024 19:00,18-03-2024 19:24,Agra,338,CYBERCRIME,44,F,Knife,Other Crime,15,Yes,23-04-2024 10:00
19389,20-03-2024 19:00,03-18-2024 20:00,19-03-2024 00:35,Srinagar,142,ROBBERY,49,F,None,Violent Crime,2,No,
19390,21-03-2024 20:00,03-18-2024 21:00,19-03-2024 06:32,Ghaziabad,477,DRUG OFFENSE,47,F,Knife,Other Crime,5,No,
19391,20-03-2024 10:00,03-18-2024 22:00,19-03-2024 07:25,Delhi,120,BURGLARY,59,M,Poison,Other Crime,17,No,
19392,21-03-2024 01:00,03-18-2024 23:00,19-03-2024 14:30,Mumbai,270,VEHICLE - STOLEN,64,F,Explosives,Violent Crime,9,No,
19393,21-03-2024 02:00,03-19-2024 00:00,19-03-2024 00:46,Delhi,518,HOMICIDE,42,F,Poison,Other Crime,4,No,
19394,19-03-2024 05:00,03-19-2024 01:00,19-03-2024 19:33,Bangalore,228,DRUG OFFENSE,12,F,Poison,Other Crime,4,Yes,07-06-2024 05:00
19395,21-03-2024 06:00,03-19-2024 02:00,19-03-2024 23:07,Nagpur,476,ROBBERY,33,F,Explosives,Violent Crime,10,No,
19396,19-03-2024 06:00,03-19-2024 03:00,19-03-2024 10:05,Srinagar,585,FRAUD,56,M,Explosives,Other Crime,14,Yes,28-05-2024 06:00
19397,21-03-2024 23:00,03-19-2024 04:00,19-03-2024 23:28,Kolkata,400,IDENTITY THEFT,74,F,Blunt Object,Violent Crime,5,No,
19398,20-03-2024 10:00,03-19-2024 05:00,19-03-2024 12:19,Bangalore,202,HOMICIDE,38,M,Poison,Other Crime,13,No,
19399,19-03-2024 22:00,03-19-2024 06:00,20-03-2024 02:49,Patna,589,COUNTERFEITING,66,F,Other,Other Crime,15,Yes,26-03-2024 22:00
19400,21-03-2024 12:00,03-19-2024 07:00,19-03-2024 08:14,Hyderabad,234,ILLEGAL POSSESSION,15,F,Explosives,Other Crime,13,No,
19401,21-03-2024 17:00,03-19-2024 08:00,19-03-2024 15:00,Chennai,314,BURGLARY,62,F,Explosives,Other Crime,17,Yes,01-05-2024 17:00
19402,20-03-2024 03:00,03-19-2024 09:00,20-03-2024 07:29,Varanasi,213,SEXUAL ASSAULT,54,M,Blunt Object,Violent Crime,8,No,
19403,19-03-2024 20:00,03-19-2024 10:00,19-03-2024 14:25,Srinagar,524,FRAUD,27,F,Other,Other Crime,3,No,
19404,20-03-2024 00:00,03-19-2024 11:00,19-03-2024 22:53,Thane,449,DRUG OFFENSE,66,F,Knife,Other Crime,11,No,
19405,21-03-2024 02:00,03-19-2024 12:00,20-03-2024 03:55,Delhi,169,DRUG OFFENSE,19,F,Knife,Other Crime,8,Yes,13-05-2024 02:00
19406,21-03-2024 14:00,03-19-2024 13:00,19-03-2024 16:35,Chennai,342,KIDNAPPING,59,F,Knife,Other Crime,3,No,
19407,20-03-2024 00:00,03-19-2024 14:00,20-03-2024 07:27,Visakhapatnam,527,ROBBERY,28,M,Explosives,Violent Crime,18,No,
19408,21-03-2024 02:00,03-19-2024 15:00,20-03-2024 13:39,Bangalore,459,SEXUAL ASSAULT,68,F,Other,Violent Crime,4,No,
19409,21-03-2024 06:00,03-19-2024 16:00,20-03-2024 11:41,Delhi,543,FRAUD,70,M,None,Other Crime,15,No,
19410,21-03-2024 13:00,03-19-2024 17:00,20-03-2024 06:21,Pune,174,SHOPLIFTING,17,F,Knife,Other Crime,2,Yes,07-04-2024 13:00
19411,22-03-2024 01:00,03-19-2024 18:00,20-03-2024 01:34,Bangalore,516,PUBLIC INTOXICATION,16,F,Explosives,Other Crime,11,Yes,27-03-2024 01:00
19412,22-03-2024 18:00,03-19-2024 19:00,20-03-2024 10:03,Patna,359,KIDNAPPING,62,M,Knife,Other Crime,12,No,
19413,19-03-2024 22:00,03-19-2024 20:00,20-03-2024 19:20,Lucknow,135,HOMICIDE,26,M,Poison,Other Crime,12,No,
19414,22-03-2024 20:00,03-19-2024 21:00,20-03-2024 17:11,Thane,219,HOMICIDE,57,F,Poison,Other Crime,13,No,
19415,20-03-2024 06:00,03-19-2024 22:00,20-03-2024 06:02,Delhi,149,EXTORTION,76,F,Other,Other Crime,14,Yes,07-05-2024 06:00
19416,20-03-2024 18:00,03-19-2024 23:00,20-03-2024 04:47,Delhi,174,SHOPLIFTING,53,F,Explosives,Other Crime,19,No,
19417,20-03-2024 17:00,03-20-2024 00:00,20-03-2024 11:55,Chennai,227,SHOPLIFTING,20,F,Other,Other Crime,2,No,
19418,23-03-2024 00:00,03-20-2024 01:00,20-03-2024 01:02,Delhi,291,ARSON,23,F,Other,Fire Accident,3,No,
19419,20-03-2024 10:00,03-20-2024 02:00,20-03-2024 19:20,Mumbai,370,BURGLARY,54,M,None,Other Crime,11,Yes,10-07-2024 10:00
19420,22-03-2024 15:00,03-20-2024 03:00,20-03-2024 04:27,Kolkata,512,CYBERCRIME,49,F,Blunt Object,Other Crime,14,No,
19421,20-03-2024 10:00,03-20-2024 04:00,21-03-2024 03:43,Kolkata,333,HOMICIDE,31,F,Firearm,Other Crime,18,Yes,27-07-2025 10:00
19422,22-03-2024 19:00,03-20-2024 05:00,20-03-2024 20:48,Delhi,441,DRUG OFFENSE,21,F,Blunt Object,Other Crime,5,No,
19423,20-03-2024 07:00,03-20-2024 06:00,20-03-2024 07:48,Chennai,141,ROBBERY,22,M,Explosives,Violent Crime,3,Yes,28-04-2024 07:00
19424,21-03-2024 06:00,03-20-2024 07:00,21-03-2024 04:50,Chennai,252,EXTORTION,37,F,Blunt Object,Other Crime,19,No,
19425,23-03-2024 04:00,03-20-2024 08:00,21-03-2024 07:03,Chennai,476,DRUG OFFENSE,37,F,None,Other Crime,1,No,
19426,22-03-2024 19:00,03-20-2024 09:00,21-03-2024 08:13,Kolkata,134,FRAUD,44,M,Poison,Other Crime,14,No,
19427,22-03-2024 16:00,03-20-2024 10:00,20-03-2024 10:17,Mumbai,410,ROBBERY,39,F,None,Violent Crime,12,Yes,21-06-2024 16:00
19428,20-03-2024 23:00,03-20-2024 11:00,20-03-2024 17:17,Kolkata,436,DOMESTIC VIOLENCE,73,F,Firearm,Violent Crime,6,Yes,15-06-2024 23:00
19429,22-03-2024 21:00,03-20-2024 12:00,21-03-2024 09:34,Lucknow,415,VANDALISM,31,F,Knife,Other Crime,4,No,
19430,21-03-2024 04:00,03-20-2024 13:00,20-03-2024 13:37,Pune,174,BURGLARY,73,F,Firearm,Other Crime,3,Yes,10-05-2024 04:00
19431,22-03-2024 18:00,03-20-2024 14:00,21-03-2024 07:05,Bangalore,141,BURGLARY,20,F,None,Other Crime,10,No,
19432,22-03-2024 05:00,03-20-2024 15:00,21-03-2024 03:34,Kanpur,127,FRAUD,14,M,Blunt Object,Other Crime,2,Yes,08-06-2024 05:00
19433,23-03-2024 14:00,03-20-2024 16:00,21-03-2024 07:02,Jaipur,366,DRUG OFFENSE,30,F,Firearm,Other Crime,6,Yes,03-06-2024 14:00
19434,22-03-2024 23:00,03-20-2024 17:00,21-03-2024 07:40,Kolkata,218,VEHICLE - STOLEN,65,F,Explosives,Violent Crime,18,Yes,29-05-2024 23:00
19435,21-03-2024 00:00,03-20-2024 18:00,21-03-2024 15:49,Mumbai,248,HOMICIDE,20,F,Other,Other Crime,7,Yes,07-10-2024 00:00
19436,23-03-2024 09:00,03-20-2024 19:00,21-03-2024 04:00,Patna,327,VEHICLE - STOLEN,70,M,Blunt Object,Violent Crime,15,Yes,15-06-2024 09:00
19437,21-03-2024 00:00,03-20-2024 20:00,21-03-2024 15:34,Hyderabad,569,BURGLARY,20,F,Blunt Object,Other Crime,18,Yes,11-07-2024 00:00
19438,23-03-2024 19:00,03-20-2024 21:00,21-03-2024 08:11,Jaipur,329,VEHICLE - STOLEN,13,M,Explosives,Violent Crime,3,No,
19439,22-03-2024 06:00,03-20-2024 22:00,21-03-2024 10:33,Mumbai,590,ILLEGAL POSSESSION,30,F,Knife,Other Crime,17,Yes,31-05-2024 06:00
19440,21-03-2024 00:00,03-20-2024 23:00,21-03-2024 21:11,Mumbai,564,CYBERCRIME,14,M,None,Other Crime,18,Yes,17-05-2024 00:00
19441,23-03-2024 09:00,03-21-2024 00:00,21-03-2024 15:43,Ahmedabad,364,BURGLARY,79,M,Explosives,Other Crime,12,Yes,11-06-2024 09:00
19442,23-03-2024 04:00,03-21-2024 01:00,21-03-2024 10:39,Mumbai,547,DOMESTIC VIOLENCE,68,F,Firearm,Violent Crime,18,No,
19443,23-03-2024 03:00,03-21-2024 02:00,21-03-2024 21:07,Pune,597,SHOPLIFTING,72,F,None,Other Crime,9,No,
19444,23-03-2024 23:00,03-21-2024 03:00,21-03-2024 09:33,Hyderabad,523,ROBBERY,38,F,None,Violent Crime,5,Yes,06-05-2024 23:00
19445,21-03-2024 08:00,03-21-2024 04:00,21-03-2024 21:22,Hyderabad,323,KIDNAPPING,15,M,None,Other Crime,15,Yes,23-04-2024 08:00
19446,23-03-2024 22:00,03-21-2024 05:00,21-03-2024 16:26,Delhi,358,PUBLIC INTOXICATION,25,M,Firearm,Other Crime,8,Yes,07-04-2024 22:00
19447,24-03-2024 02:00,03-21-2024 06:00,21-03-2024 21:47,Visakhapatnam,324,VANDALISM,27,F,Explosives,Other Crime,18,No,
19448,24-03-2024 02:00,03-21-2024 07:00,21-03-2024 17:35,Thane,496,VEHICLE - STOLEN,45,F,Firearm,Violent Crime,10,No,
19449,22-03-2024 12:00,03-21-2024 08:00,21-03-2024 22:11,Nashik,473,ROBBERY,64,M,Other,Violent Crime,1,No,
19450,22-03-2024 11:00,03-21-2024 09:00,22-03-2024 04:13,Lucknow,136,TRAFFIC VIOLATION,16,F,Other,Traffic Fatality,3,No,
19451,22-03-2024 10:00,03-21-2024 10:00,21-03-2024 13:43,Pune,508,CYBERCRIME,44,F,Blunt Object,Other Crime,18,Yes,14-06-2024 10:00
19452,23-03-2024 12:00,03-21-2024 11:00,22-03-2024 06:52,Delhi,126,SEXUAL ASSAULT,66,F,Knife,Violent Crime,4,Yes,01-12-2024 12:00
19453,22-03-2024 00:00,03-21-2024 12:00,21-03-2024 13:43,Ahmedabad,575,ROBBERY,26,F,Other,Violent Crime,14,No,
19454,24-03-2024 07:00,03-21-2024 13:00,21-03-2024 21:03,Mumbai,464,FRAUD,67,F,Poison,Other Crime,16,Yes,25-04-2024 07:00
19455,22-03-2024 07:00,03-21-2024 14:00,21-03-2024 17:56,Hyderabad,593,DRUG OFFENSE,31,F,Knife,Other Crime,5,No,
19456,22-03-2024 08:00,03-21-2024 15:00,22-03-2024 00:20,Lucknow,538,COUNTERFEITING,63,M,Firearm,Other Crime,14,Yes,16-05-2024 08:00
19457,22-03-2024 16:00,03-21-2024 16:00,21-03-2024 19:04,Hyderabad,303,BURGLARY,53,F,Explosives,Other Crime,8,Yes,27-07-2024 16:00
19458,24-03-2024 11:00,03-21-2024 17:00,21-03-2024 18:42,Ahmedabad,587,VEHICLE - STOLEN,37,M,Other,Violent Crime,7,No,
19459,24-03-2024 00:00,03-21-2024 18:00,22-03-2024 12:37,Mumbai,450,DRUG OFFENSE,35,M,Other,Other Crime,13,No,
19460,24-03-2024 00:00,03-21-2024 19:00,22-03-2024 11:16,Delhi,357,FRAUD,14,F,Blunt Object,Other Crime,17,Yes,14-06-2024 00:00
19461,23-03-2024 23:00,03-21-2024 20:00,22-03-2024 16:09,Mumbai,392,ASSAULT,49,M,Poison,Violent Crime,5,No,
19462,24-03-2024 02:00,03-21-2024 21:00,22-03-2024 15:21,Pune,168,FRAUD,18,F,Knife,Other Crime,5,Yes,29-05-2024 02:00
19463,24-03-2024 16:00,03-21-2024 22:00,22-03-2024 11:04,Delhi,524,HOMICIDE,61,F,Knife,Other Crime,9,Yes,31-05-2025 16:00
19464,22-03-2024 02:00,03-21-2024 23:00,22-03-2024 05:25,Mumbai,104,ROBBERY,68,F,Explosives,Violent Crime,1,No,
19465,23-03-2024 02:00,03-22-2024 00:00,22-03-2024 18:41,Delhi,328,HOMICIDE,70,F,Knife,Other Crime,11,No,
19466,24-03-2024 10:00,03-22-2024 01:00,22-03-2024 18:50,Ghaziabad,327,ROBBERY,59,M,Poison,Violent Crime,7,No,
19467,25-03-2024 01:00,03-22-2024 02:00,22-03-2024 20:40,Delhi,445,TRAFFIC VIOLATION,33,F,None,Traffic Fatality,9,Yes,31-03-2024 01:00
19468,24-03-2024 10:00,03-22-2024 03:00,22-03-2024 08:32,Visakhapatnam,428,KIDNAPPING,60,F,Knife,Other Crime,16,No,
19469,24-03-2024 04:00,03-22-2024 04:00,22-03-2024 12:10,Chennai,297,SEXUAL ASSAULT,56,F,Poison,Violent Crime,18,No,
19470,24-03-2024 01:00,03-22-2024 05:00,22-03-2024 22:51,Jaipur,596,IDENTITY THEFT,28,F,Blunt Object,Violent Crime,16,No,
19471,24-03-2024 12:00,03-22-2024 06:00,23-03-2024 03:37,Bangalore,254,PUBLIC INTOXICATION,29,F,Firearm,Other Crime,15,Yes,01-04-2024 12:00
19472,24-03-2024 12:00,03-22-2024 07:00,22-03-2024 14:49,Lucknow,270,IDENTITY THEFT,58,M,Firearm,Violent Crime,12,No,
19473,22-03-2024 11:00,03-22-2024 08:00,22-03-2024 08:31,Delhi,319,SHOPLIFTING,11,M,Blunt Object,Other Crime,5,Yes,21-05-2024 11:00
19474,25-03-2024 00:00,03-22-2024 09:00,22-03-2024 20:20,Delhi,526,EXTORTION,16,M,Blunt Object,Other Crime,7,No,
19475,23-03-2024 04:00,03-22-2024 10:00,22-03-2024 11:55,Chennai,157,EXTORTION,25,F,None,Other Crime,8,No,
19476,24-03-2024 06:00,03-22-2024 11:00,23-03-2024 06:38,Delhi,490,FIREARM OFFENSE,49,F,Poison,Fire Accident,11,No,
19477,25-03-2024 11:00,03-22-2024 12:00,22-03-2024 16:02,Kolkata,459,TRAFFIC VIOLATION,66,F,None,Traffic Fatality,15,No,
19478,23-03-2024 22:00,03-22-2024 13:00,22-03-2024 18:51,Delhi,404,VEHICLE - STOLEN,36,F,None,Violent Crime,16,Yes,13-05-2024 22:00
19479,25-03-2024 09:00,03-22-2024 14:00,22-03-2024 14:49,Kanpur,540,PUBLIC INTOXICATION,55,F,Poison,Other Crime,1,No,
19480,24-03-2024 03:00,03-22-2024 15:00,23-03-2024 02:18,Agra,595,FRAUD,24,M,Poison,Other Crime,8,No,
19481,23-03-2024 21:00,03-22-2024 16:00,23-03-2024 00:56,Jaipur,159,CYBERCRIME,39,F,Blunt Object,Other Crime,16,No,
19482,24-03-2024 12:00,03-22-2024 17:00,23-03-2024 02:25,Delhi,235,VEHICLE - STOLEN,76,F,Other,Violent Crime,13,No,
19483,23-03-2024 20:00,03-22-2024 18:00,23-03-2024 08:20,Delhi,493,ILLEGAL POSSESSION,75,F,None,Other Crime,12,No,
19484,25-03-2024 01:00,03-22-2024 19:00,23-03-2024 09:41,Surat,106,TRAFFIC VIOLATION,69,F,Firearm,Traffic Fatality,11,Yes,28-03-2024 01:00
19485,25-03-2024 06:00,03-22-2024 20:00,22-03-2024 20:46,Delhi,176,COUNTERFEITING,73,M,None,Other Crime,17,No,
19486,23-03-2024 15:00,03-22-2024 21:00,23-03-2024 19:37,Indore,238,ROBBERY,32,M,Knife,Violent Crime,1,No,
19487,25-03-2024 19:00,03-22-2024 22:00,22-03-2024 22:14,Nagpur,399,PUBLIC INTOXICATION,63,F,Poison,Other Crime,11,No,
19488,24-03-2024 11:00,03-22-2024 23:00,23-03-2024 15:03,Surat,328,TRAFFIC VIOLATION,67,F,Explosives,Traffic Fatality,13,No,
19489,24-03-2024 17:00,03-23-2024 00:00,23-03-2024 17:46,Hyderabad,460,DRUG OFFENSE,45,M,Firearm,Other Crime,12,Yes,04-04-2024 17:00
19490,23-03-2024 22:00,03-23-2024 01:00,23-03-2024 15:01,Visakhapatnam,565,IDENTITY THEFT,68,F,Knife,Violent Crime,12,Yes,25-05-2024 22:00
19491,23-03-2024 14:00,03-23-2024 02:00,23-03-2024 11:29,Ludhiana,264,COUNTERFEITING,78,M,Blunt Object,Other Crime,1,No,
19492,24-03-2024 20:00,03-23-2024 03:00,23-03-2024 20:53,Hyderabad,308,SHOPLIFTING,30,M,None,Other Crime,4,Yes,12-06-2024 20:00
19493,25-03-2024 08:00,03-23-2024 04:00,24-03-2024 03:42,Agra,196,EXTORTION,28,F,None,Other Crime,1,Yes,08-05-2024 08:00
19494,24-03-2024 07:00,03-23-2024 05:00,23-03-2024 09:07,Delhi,599,FRAUD,60,F,Blunt Object,Other Crime,8,Yes,11-06-2024 07:00
19495,26-03-2024 00:00,03-23-2024 06:00,23-03-2024 17:15,Ludhiana,415,PUBLIC INTOXICATION,74,F,None,Other Crime,3,Yes,15-04-2024 00:00
19496,25-03-2024 15:00,03-23-2024 07:00,23-03-2024 21:33,Srinagar,299,FIREARM OFFENSE,61,M,None,Fire Accident,17,Yes,29-04-2024 15:00
19497,26-03-2024 03:00,03-23-2024 08:00,23-03-2024 14:21,Delhi,135,KIDNAPPING,34,F,Firearm,Other Crime,15,No,
19498,23-03-2024 23:00,03-23-2024 09:00,24-03-2024 04:17,Visakhapatnam,558,TRAFFIC VIOLATION,40,M,Blunt Object,Traffic Fatality,2,Yes,16-04-2024 23:00
19499,24-03-2024 20:00,03-23-2024 10:00,23-03-2024 10:36,Srinagar,404,IDENTITY THEFT,70,F,Knife,Violent Crime,4,No,
19500,23-03-2024 19:00,03-23-2024 11:00,23-03-2024 11:44,Delhi,560,VANDALISM,32,F,None,Other Crime,9,No,
19501,26-03-2024 03:00,03-23-2024 12:00,23-03-2024 18:31,Nagpur,480,COUNTERFEITING,77,M,Blunt Object,Other Crime,9,No,
19502,25-03-2024 19:00,03-23-2024 13:00,23-03-2024 23:35,Delhi,219,TRAFFIC VIOLATION,69,M,Explosives,Traffic Fatality,15,No,
19503,25-03-2024 17:00,03-23-2024 14:00,24-03-2024 12:45,Ghaziabad,227,COUNTERFEITING,41,M,None,Other Crime,13,Yes,12-05-2024 17:00
19504,24-03-2024 04:00,03-23-2024 15:00,24-03-2024 03:28,Pune,180,BURGLARY,32,M,None,Other Crime,18,Yes,01-07-2024 04:00
19505,23-03-2024 19:00,03-23-2024 16:00,23-03-2024 16:18,Mumbai,281,ARSON,35,F,Knife,Fire Accident,13,No,
19506,24-03-2024 01:00,03-23-2024 17:00,24-03-2024 06:18,Bangalore,202,ILLEGAL POSSESSION,79,M,Poison,Other Crime,8,Yes,08-04-2024 01:00
19507,26-03-2024 04:00,03-23-2024 18:00,24-03-2024 01:18,Jaipur,137,PUBLIC INTOXICATION,61,F,Poison,Other Crime,17,No,
19508,24-03-2024 00:00,03-23-2024 19:00,24-03-2024 05:10,Chennai,300,COUNTERFEITING,42,F,Other,Other Crime,2,Yes,18-06-2024 00:00
19509,25-03-2024 16:00,03-23-2024 20:00,24-03-2024 08:35,Delhi,585,ARSON,63,F,Firearm,Fire Accident,11,Yes,13-05-2024 16:00
19510,24-03-2024 11:00,03-23-2024 21:00,24-03-2024 05:39,Kolkata,394,BURGLARY,47,M,Other,Other Crime,14,Yes,31-07-2024 11:00
19511,24-03-2024 12:00,03-23-2024 22:00,24-03-2024 17:32,Surat,559,EXTORTION,26,F,Blunt Object,Other Crime,14,Yes,16-05-2024 12:00
19512,24-03-2024 10:00,03-23-2024 23:00,24-03-2024 10:40,Delhi,312,SHOPLIFTING,35,F,Knife,Other Crime,18,Yes,11-06-2024 10:00
19513,26-03-2024 20:00,03-24-2024 00:00,24-03-2024 10:36,Pune,187,COUNTERFEITING,42,F,Knife,Other Crime,6,Yes,22-04-2024 20:00
19514,24-03-2024 15:00,03-24-2024 01:00,24-03-2024 19:35,Bangalore,285,SEXUAL ASSAULT,23,F,Explosives,Violent Crime,11,No,
19515,26-03-2024 05:00,03-24-2024 02:00,24-03-2024 19:48,Varanasi,583,SHOPLIFTING,13,F,Other,Other Crime,15,No,
19516,25-03-2024 04:00,03-24-2024 03:00,24-03-2024 15:49,Visakhapatnam,122,BURGLARY,53,M,Explosives,Other Crime,6,No,
